Category,DayOfWeek,PdDistrict,X,Y
ROBBERY,Wednesday,NORTHERN,-122.437725577178,37.8001392874172
ROBBERY,Wednesday,BAYVIEW,-122.378920771859,37.7286119710993
ROBBERY,Wednesday,BAYVIEW,-122.383558693494,37.7431573297776
ROBBERY,Wednesday,INGLESIDE,-122.41664768885799,37.7104738521701
ROBBERY,Wednesday,INGLESIDE,-122.42602416474199,37.7293956859277
ROBBERY,Wednesday,MISSION,-122.416254017272,37.7515522899856
ROBBERY,Wednesday,MISSION,-122.41299748806802,37.7525722462226
ROBBERY,Wednesday,MISSION,-122.43485395576201,37.759288789168295
ROBBERY,Wednesday,SOUTHERN,-122.41093920555201,37.779212259008496
ROBBERY,Wednesday,INGLESIDE,-122.424283926896,37.7363849370532
ROBBERY,Tuesday,INGLESIDE,-122.420021755228,37.745390168077705
ROBBERY,Tuesday,BAYVIEW,-122.402194894626,37.761581937931396
ROBBERY,Tuesday,INGLESIDE,-122.42363978138901,37.736689305643296
ROBBERY,Tuesday,SOUTHERN,-122.422375026857,37.770718896580796
ROBBERY,Tuesday,MISSION,-122.435563016294,37.760801062884
ROBBERY,Tuesday,TARAVAL,-122.47036599756201,37.74515794927
ROBBERY,Tuesday,BAYVIEW,-122.393123359873,37.7576508232124
ROBBERY,Tuesday,NORTHERN,-122.42096377738501,37.787704634857796
ROBBERY,Tuesday,SOUTHERN,-122.39858893533501,37.7880288942856
ROBBERY,Tuesday,NORTHERN,-122.429850411503,37.7779180624996
ROBBERY,Tuesday,MISSION,-122.419671780296,37.7650501214668
ROBBERY,Tuesday,INGLESIDE,-122.43632716719101,37.7227645025561
ROBBERY,Tuesday,PARK,-122.43948077224199,37.7833088100846
ROBBERY,Tuesday,BAYVIEW,-122.389960179517,37.7381683051019
ROBBERY,Tuesday,BAYVIEW,-122.403408669191,37.727005319629995
ROBBERY,Tuesday,MISSION,-122.41813729050101,37.7490413093633
ROBBERY,Tuesday,SOUTHERN,-122.41093920555201,37.779212259008496
ROBBERY,Tuesday,SOUTHERN,-122.416818891994,37.776936201488105
ROBBERY,Tuesday,NORTHERN,-122.432914603494,37.7843533426568
ROBBERY,Tuesday,MISSION,-122.426955631709,37.769247063207004
ROBBERY,Tuesday,INGLESIDE,-122.426145705486,37.730882540859795
ROBBERY,Tuesday,NORTHERN,-122.42895003272699,37.7675027326801
ROBBERY,Monday,PARK,-122.450410661672,37.7705173294311
ROBBERY,Monday,MISSION,-122.41750858668699,37.753902612186714
ROBBERY,Monday,CENTRAL,-122.41647678162902,37.7947769992029
ROBBERY,Monday,BAYVIEW,-122.380382266471,37.7353538209895
ROBBERY,Monday,CENTRAL,-122.421382146152,37.806490782980106
ROBBERY,Monday,SOUTHERN,-122.403336272468,37.7810839299676
ROBBERY,Monday,BAYVIEW,-122.383558693494,37.7431573297776
ROBBERY,Monday,BAYVIEW,-122.383558693494,37.7431573297776
ROBBERY,Monday,BAYVIEW,-122.39720193799299,37.75353512427621
ROBBERY,Monday,BAYVIEW,-122.39720193799299,37.75353512427621
ROBBERY,Monday,TENDERLOIN,-122.417903977564,37.785167087551706
ROBBERY,Monday,INGLESIDE,-122.405610268222,37.732438864982
ROBBERY,Sunday,RICHMOND,-122.50775013100402,37.7714939969416
ROBBERY,Sunday,TARAVAL,-122.49133968179702,37.752629884137505
ROBBERY,Sunday,SOUTHERN,-122.404608556416,37.777699522963296
ROBBERY,Sunday,SOUTHERN,-122.412194506024,37.7772839511772
ROBBERY,Sunday,TENDERLOIN,-122.416893710739,37.7842860480389
ROBBERY,Sunday,MISSION,-122.40831257270901,37.7624827554494
ROBBERY,Sunday,NORTHERN,-122.428453961448,37.7790506694434
ROBBERY,Sunday,PARK,-122.439274963746,37.78290567964571
ROBBERY,Saturday,CENTRAL,-122.40932227719601,37.7952381317849
ROBBERY,Saturday,PARK,-122.453512911126,37.7686969786551
ROBBERY,Saturday,NORTHERN,-122.428614806947,37.7713841278888
ROBBERY,Saturday,SOUTHERN,-122.40391914835699,37.7871160984672
ROBBERY,Saturday,NORTHERN,-122.420523936293,37.7901172490517
ROBBERY,Saturday,BAYVIEW,-122.38716770759,37.7318594482631
ROBBERY,Saturday,NORTHERN,-122.424621298288,37.8008471613988
ROBBERY,Saturday,CENTRAL,-122.405862214655,37.797911710502795
ROBBERY,Saturday,SOUTHERN,-122.40906592891199,37.774193789980394
ROBBERY,Saturday,BAYVIEW,-122.40195835343799,37.75840407178421
ROBBERY,Friday,MISSION,-122.41956043788299,37.7521716091721
ROBBERY,Friday,MISSION,-122.419671780296,37.7650501214668
ROBBERY,Friday,CENTRAL,-122.41758344218701,37.7919214542944
ROBBERY,Friday,PARK,-122.44329689810199,37.7766955883103
ROBBERY,Friday,MISSION,-122.41748832363899,37.7651818039906
ROBBERY,Friday,SOUTHERN,-122.41471429557899,37.7762310404758
ROBBERY,Friday,SOUTHERN,-122.40871060666299,37.78097067220529
ROBBERY,Friday,SOUTHERN,-122.40202770694799,37.7862483456629
ROBBERY,Friday,INGLESIDE,-122.42843053685101,37.7216346608384
ROBBERY,Friday,INGLESIDE,-122.40333580109301,37.713340858391796
ROBBERY,Friday,CENTRAL,-122.40484784786699,37.7951006528052
ROBBERY,Friday,MISSION,-122.420168825295,37.75851005587371
ROBBERY,Thursday,SOUTHERN,-122.404636264759,37.7842645474624
ROBBERY,Thursday,INGLESIDE,-122.41555668436399,37.734823976140795
ROBBERY,Thursday,PARK,-122.459888000986,37.7643168589864
ROBBERY,Thursday,SOUTHERN,-122.417975390351,37.7737509379648
ROBBERY,Thursday,INGLESIDE,-122.43169048433901,37.715772828606795
ROBBERY,Thursday,SOUTHERN,-122.411979487494,37.7809039696758
ROBBERY,Thursday,MISSION,-122.428051707644,37.7580899767786
ROBBERY,Wednesday,CENTRAL,-122.40788529760599,37.7936191624891
ROBBERY,Wednesday,SOUTHERN,-122.397032436528,37.7878246694374
ROBBERY,Wednesday,SOUTHERN,-122.396312555212,37.793104285862796
ROBBERY,Wednesday,NORTHERN,-122.419697721691,37.7773009526003
ROBBERY,Wednesday,TENDERLOIN,-122.412224164736,37.7820729312029
ROBBERY,Wednesday,INGLESIDE,-122.441018108888,37.7164586830811
ROBBERY,Wednesday,INGLESIDE,-122.43096451051399,37.7269249745095
ROBBERY,Wednesday,NORTHERN,-122.41927480144899,37.7835680535207
ROBBERY,Wednesday,TARAVAL,-122.475222189932,37.7210571460375
ROBBERY,Wednesday,MISSION,-122.410659076122,37.74948967786821
ROBBERY,Wednesday,NORTHERN,-122.427263987591,37.789741897167104
ROBBERY,Wednesday,CENTRAL,-122.40386454197599,37.798222643742704
ROBBERY,Wednesday,MISSION,-122.406948026845,37.7593672733869
ROBBERY,Wednesday,PARK,-122.435187699349,37.7626702770872
ROBBERY,Wednesday,CENTRAL,-122.411393095746,37.803034284677295
ROBBERY,Wednesday,NORTHERN,-122.419582551484,37.79346565117329
ROBBERY,Wednesday,TARAVAL,-122.505955180545,37.7529948267796
ROBBERY,Tuesday,INGLESIDE,-122.430079307472,37.72666478581471
ROBBERY,Tuesday,NORTHERN,-122.430554366219,37.78213547253
ROBBERY,Tuesday,SOUTHERN,-122.404270179486,37.78447885387449
ROBBERY,Tuesday,INGLESIDE,-122.44660721495,37.7207231268789
ROBBERY,Tuesday,TARAVAL,-122.472570418291,37.717173407562214
ROBBERY,Tuesday,BAYVIEW,-122.41092336913401,37.7307254585089
ROBBERY,Tuesday,TENDERLOIN,-122.414242955907,37.783724025447796
ROBBERY,Tuesday,NORTHERN,-122.42862929151501,37.779931744212
ROBBERY,Tuesday,TARAVAL,-122.481014725105,37.7577775180821
ROBBERY,Tuesday,BAYVIEW,-122.38342856488998,37.735803417602
ROBBERY,Tuesday,MISSION,-122.40753833231899,37.7657827544276
ROBBERY,Tuesday,MISSION,-122.417812558787,37.757100579642795
ROBBERY,Tuesday,SOUTHERN,-122.42236740956301,37.76986823924551
ROBBERY,Monday,INGLESIDE,-122.42284237605101,37.7410287442117
ROBBERY,Monday,NORTHERN,-122.422840794653,37.7845455355216
ROBBERY,Monday,INGLESIDE,-122.433275909077,37.726006482015
ROBBERY,Monday,TENDERLOIN,-122.406351834294,37.7860311576362
ROBBERY,Monday,TENDERLOIN,-122.415414178631,37.784476659022005
ROBBERY,Monday,BAYVIEW,-122.398349001067,37.723037990351
ROBBERY,Monday,SOUTHERN,-122.409696355558,37.7817540588712
ROBBERY,Monday,MISSION,-122.43300956476999,37.7514239412017
ROBBERY,Monday,CENTRAL,-122.415245418291,37.8054165242789
ROBBERY,Sunday,PARK,-122.43411112372499,37.773549301489204
ROBBERY,Sunday,TARAVAL,-122.475509213337,37.72852470686
ROBBERY,Sunday,BAYVIEW,-122.398556318222,37.736434147176
ROBBERY,Sunday,SOUTHERN,-122.398261647342,37.786778758909705
ROBBERY,Sunday,NORTHERN,-122.42894226273,37.7682057959987
ROBBERY,Sunday,SOUTHERN,-122.424336949139,37.771292378056
ROBBERY,Sunday,NORTHERN,-122.42882544804002,37.782827098989394
ROBBERY,Sunday,INGLESIDE,-122.416000227907,37.7119155437754
ROBBERY,Sunday,NORTHERN,-122.41827417166,37.7870372043685
ROBBERY,Sunday,TENDERLOIN,-122.415127837608,37.7797870676495
ROBBERY,Sunday,NORTHERN,-122.429519876751,37.767640877805206
ROBBERY,Sunday,MISSION,-122.415175805261,37.7532253366853
ROBBERY,Sunday,SOUTHERN,-122.405618998022,37.7785045190918
ROBBERY,Sunday,BAYVIEW,-122.37315864282,37.72864113159729
ROBBERY,Saturday,MISSION,-122.42300169625099,37.764905076161604
ROBBERY,Saturday,SOUTHERN,-122.400816275984,37.7888170040158
ROBBERY,Saturday,TENDERLOIN,-122.410157073911,37.784297384331204
ROBBERY,Saturday,NORTHERN,-122.428644398557,37.7799870005236
ROBBERY,Saturday,BAYVIEW,-122.405610268222,37.732438864982
ROBBERY,Saturday,SOUTHERN,-122.39684526674101,37.778500226754
ROBBERY,Saturday,MISSION,-122.40960340613998,37.75282207512671
ROBBERY,Saturday,CENTRAL,-122.41940420659401,37.7925922910686
ROBBERY,Saturday,BAYVIEW,-122.389056277059,37.71882202740071
ROBBERY,Saturday,BAYVIEW,-122.403023976747,37.7299040507398
ROBBERY,Saturday,CENTRAL,-122.415186938172,37.7883866790789
ROBBERY,Saturday,CENTRAL,-122.407208951402,37.7987756652736
ROBBERY,Saturday,MISSION,-122.43485678021099,37.760077705313705
ROBBERY,Saturday,MISSION,-122.42108724404899,37.763392442413995
ROBBERY,Saturday,MISSION,-122.41813729050101,37.7490413093633
ROBBERY,Saturday,PARK,-122.460806189468,37.7500846199159
ROBBERY,Saturday,CENTRAL,-122.40987662253201,37.787148807979
ROBBERY,Friday,INGLESIDE,-122.44512779465,37.7200882952758
ROBBERY,Friday,SOUTHERN,-122.40165504043199,37.788904894591106
ROBBERY,Friday,MISSION,-122.41802488008499,37.748586884057204
ROBBERY,Friday,CENTRAL,-122.41742026115,37.79146578806
ROBBERY,Friday,SOUTHERN,-122.41029351969,37.7822305870036
ROBBERY,Friday,PARK,-122.462973519258,37.762315180031294
ROBBERY,Friday,TENDERLOIN,-122.411593095704,37.78305295107821
ROBBERY,Friday,NORTHERN,-122.419508197521,37.78885654213821
ROBBERY,Friday,MISSION,-122.42238859985201,37.7648319521443
ROBBERY,Friday,CENTRAL,-122.417273344939,37.7861493947594
ROBBERY,Thursday,INGLESIDE,-122.420084075242,37.7083109744591
ROBBERY,Thursday,MISSION,-122.419292770651,37.75224269235861
ROBBERY,Thursday,INGLESIDE,-122.402265036063,37.7193290259661
ROBBERY,Thursday,BAYVIEW,-122.403603269945,37.7249749430159
ROBBERY,Thursday,TARAVAL,-122.457604574133,37.7166716454511
ROBBERY,Thursday,BAYVIEW,-122.393905920992,37.7337895392008
ROBBERY,Thursday,INGLESIDE,-122.443285473527,37.720557437604704
ROBBERY,Thursday,SOUTHERN,-122.41848056480801,37.775898446203996
ROBBERY,Thursday,CENTRAL,-122.40203899827101,37.80425680950579
ROBBERY,Thursday,BAYVIEW,-122.394243989326,37.7254774122474
ROBBERY,Thursday,SOUTHERN,-122.40339036479601,37.7802655777189
ROBBERY,Thursday,TENDERLOIN,-122.414056291891,37.7827931071006
ROBBERY,Thursday,NORTHERN,-122.43435248405198,37.7830826586995
ROBBERY,Thursday,MISSION,-122.40706775926,37.760661880272295
ROBBERY,Thursday,NORTHERN,-122.433084166837,37.7851499161537
ROBBERY,Thursday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Thursday,NORTHERN,-122.421203512,37.785481204644704
ROBBERY,Thursday,PARK,-122.448769079965,37.77073127123
ROBBERY,Wednesday,PARK,-122.449958075249,37.7658000842584
ROBBERY,Wednesday,NORTHERN,-122.426832741986,37.7792584744352
ROBBERY,Wednesday,INGLESIDE,-122.43597721702999,37.7231288306727
ROBBERY,Wednesday,PARK,-122.435187699349,37.7626702770872
ROBBERY,Wednesday,TARAVAL,-122.485337854398,37.7416710543106
ROBBERY,Wednesday,TARAVAL,-122.456006747766,37.715355098919204
ROBBERY,Wednesday,NORTHERN,-122.42518965586201,37.7794095734265
ROBBERY,Wednesday,PARK,-122.43411112372499,37.773549301489204
ROBBERY,Wednesday,SOUTHERN,-122.40871060666299,37.78097067220529
ROBBERY,Wednesday,CENTRAL,-122.40541151879299,37.795329308007496
ROBBERY,Tuesday,SOUTHERN,-122.419257894814,37.7751462916539
ROBBERY,Tuesday,INGLESIDE,-122.43794582630699,37.7177234229646
ROBBERY,Tuesday,BAYVIEW,-122.394051849811,37.74616480231421
ROBBERY,Tuesday,BAYVIEW,-122.418433972632,37.7278062886799
ROBBERY,Tuesday,TARAVAL,-122.47873515979401,37.7634357910996
ROBBERY,Tuesday,NORTHERN,-122.431014432295,37.7749021098117
ROBBERY,Tuesday,NORTHERN,-122.4345637373,37.784150491588704
ROBBERY,Tuesday,TARAVAL,-122.469897156327,37.7170075647021
ROBBERY,Tuesday,MISSION,-122.420494661635,37.7618219325945
ROBBERY,Tuesday,BAYVIEW,-122.391835837442,37.7251286882746
ROBBERY,Tuesday,BAYVIEW,-122.40087190624901,37.75718548848921
ROBBERY,Monday,MISSION,-122.42380300190099,37.7615655928045
ROBBERY,Monday,INGLESIDE,-122.44010395353901,37.7151664289006
ROBBERY,Monday,PARK,-122.435187699349,37.7626702770872
ROBBERY,Monday,INGLESIDE,-122.42164447844699,37.7429970144076
ROBBERY,Monday,SOUTHERN,-122.403147883142,37.779995959798
ROBBERY,Monday,TENDERLOIN,-122.41597216535101,37.78535651423429
ROBBERY,Monday,BAYVIEW,-122.410057563248,37.7286661299345
ROBBERY,Monday,INGLESIDE,-122.441018108888,37.7164586830811
ROBBERY,Sunday,TENDERLOIN,-122.414269361877,37.7842081124308
ROBBERY,Sunday,RICHMOND,-122.44762279678801,37.7850837046285
ROBBERY,Sunday,INGLESIDE,-122.45002923477301,37.7316356895983
ROBBERY,Sunday,PARK,-122.436895079866,37.762436442333396
ROBBERY,Sunday,CENTRAL,-122.40838427554199,37.7878271137225
ROBBERY,Sunday,CENTRAL,-122.415398945224,37.7898046588912
ROBBERY,Sunday,RICHMOND,-122.47125025864901,37.78057886087829
ROBBERY,Sunday,BAYVIEW,-122.38747951474701,37.7179319466469
ROBBERY,Sunday,BAYVIEW,-122.40107370698401,37.7215354316708
ROBBERY,Sunday,MISSION,-122.418738265772,37.7546172382083
ROBBERY,Sunday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Sunday,TARAVAL,-122.501668606925,37.7531843305888
ROBBERY,Sunday,BAYVIEW,-122.41199534782601,37.7316904684455
ROBBERY,Sunday,CENTRAL,-122.41619920450199,37.7891587712961
ROBBERY,Sunday,SOUTHERN,-122.398567191735,37.78898234438
ROBBERY,Sunday,BAYVIEW,-122.397089183868,37.753598788032704
ROBBERY,Saturday,BAYVIEW,-122.39011349524901,37.757563266693396
ROBBERY,Saturday,NORTHERN,-122.428464085513,37.7791067704679
ROBBERY,Saturday,TENDERLOIN,-122.41452262258,37.7808752665663
ROBBERY,Saturday,SOUTHERN,-122.396331365685,37.7851663341318
ROBBERY,Saturday,INGLESIDE,-122.431859204053,37.7346017498677
ROBBERY,Saturday,BAYVIEW,-122.39821861128999,37.759909237666996
ROBBERY,Saturday,INGLESIDE,-122.439065944959,37.744277476687714
ROBBERY,Saturday,BAYVIEW,-122.405667305759,37.742486195089896
ROBBERY,Saturday,SOUTHERN,-122.408068345148,37.7839916768161
ROBBERY,Saturday,PARK,-122.449958075249,37.7658000842584
ROBBERY,Saturday,MISSION,-122.410761834615,37.75913519665311
ROBBERY,Saturday,SOUTHERN,-122.41402726268998,37.7718636177154
ROBBERY,Saturday,MISSION,-122.418862681557,37.7506062363965
ROBBERY,Friday,RICHMOND,-122.446833396149,37.790963702857795
ROBBERY,Friday,NORTHERN,-122.42815452313299,37.78378796200821
ROBBERY,Friday,BAYVIEW,-122.396529108098,37.7625789619554
ROBBERY,Friday,MISSION,-122.419671780296,37.7650501214668
ROBBERY,Friday,BAYVIEW,-122.382543841329,37.7272761130906
ROBBERY,Friday,SOUTHERN,-122.412272455406,37.7802039058686
ROBBERY,Friday,CENTRAL,-122.407152172242,37.790365579539795
ROBBERY,Friday,MISSION,-122.435012093789,37.761767718295395
ROBBERY,Friday,SOUTHERN,-122.412272455406,37.7802039058686
ROBBERY,Friday,SOUTHERN,-122.40994365498,37.782031248512396
ROBBERY,Friday,BAYVIEW,-122.40903658369,37.7275433053358
ROBBERY,Friday,TARAVAL,-122.492418987116,37.750710315658495
ROBBERY,Friday,NORTHERN,-122.426832741986,37.7792584744352
ROBBERY,Friday,INGLESIDE,-122.44512779465,37.7200882952758
ROBBERY,Friday,TENDERLOIN,-122.41421780432199,37.7832593295025
ROBBERY,Friday,SOUTHERN,-122.41040560213499,37.778784148603286
ROBBERY,Friday,SOUTHERN,-122.399436466798,37.773574712191895
ROBBERY,Friday,BAYVIEW,-122.40260356541799,37.7252355695069
ROBBERY,Friday,INGLESIDE,-122.42856130928301,37.7334718465385
ROBBERY,Thursday,BAYVIEW,-122.412041415023,37.73179405085371
ROBBERY,Thursday,NORTHERN,-122.429851024595,37.781798795606
ROBBERY,Thursday,SOUTHERN,-122.396167865037,37.7827239702919
ROBBERY,Thursday,SOUTHERN,-122.396167865037,37.7827239702919
ROBBERY,Thursday,SOUTHERN,-122.41848056480801,37.775898446203996
ROBBERY,Thursday,SOUTHERN,-122.418618953339,37.77305255476529
ROBBERY,Thursday,INGLESIDE,-122.438695075365,37.7196920262929
ROBBERY,Thursday,TENDERLOIN,-122.411965795229,37.78491418595621
ROBBERY,Wednesday,INGLESIDE,-122.420029084534,37.73982286949271
ROBBERY,Wednesday,INGLESIDE,-122.430079307472,37.72666478581471
ROBBERY,Wednesday,CENTRAL,-122.41742346242,37.8075434625252
ROBBERY,Wednesday,SOUTHERN,-122.40754585593099,37.784401179486
ROBBERY,Wednesday,NORTHERN,-122.421033090567,37.79193935048
ROBBERY,Wednesday,CENTRAL,-122.412653223062,37.7925509103928
ROBBERY,Wednesday,TENDERLOIN,-122.412784096502,37.78486569395261
ROBBERY,Tuesday,NORTHERN,-122.41993011161101,37.7868262082156
ROBBERY,Tuesday,BAYVIEW,-122.40260459318701,37.7225737781709
ROBBERY,Tuesday,MISSION,-122.419671780296,37.7650501214668
ROBBERY,Tuesday,INGLESIDE,-122.43597721702999,37.7231288306727
ROBBERY,Tuesday,CENTRAL,-122.401548064995,37.79295092140779
ROBBERY,Tuesday,NORTHERN,-122.432914603494,37.7843533426568
ROBBERY,Tuesday,SOUTHERN,-122.40283731467899,37.7709621095346
ROBBERY,Tuesday,BAYVIEW,-122.40885034505199,37.7269130789925
ROBBERY,Tuesday,INGLESIDE,-122.44657071402,37.7298930673221
ROBBERY,Tuesday,BAYVIEW,-122.41691777931801,37.7228251987383
ROBBERY,Tuesday,TENDERLOIN,-122.411615075408,37.7831614109395
ROBBERY,Tuesday,SOUTHERN,-122.40391914835699,37.7871160984672
ROBBERY,Tuesday,INGLESIDE,-122.42782145755301,37.7321464533806
ROBBERY,Tuesday,INGLESIDE,-122.405634443479,37.711935372769105
ROBBERY,Tuesday,INGLESIDE,-122.44512779465,37.7200882952758
ROBBERY,Tuesday,BAYVIEW,-122.395622324587,37.7224336236684
ROBBERY,Tuesday,PARK,-122.43448505565901,37.775416568770396
ROBBERY,Tuesday,NORTHERN,-122.431952436364,37.779564749866296
ROBBERY,Tuesday,PARK,-122.438098378037,37.7806388583762
ROBBERY,Tuesday,TENDERLOIN,-122.410768766343,37.7832145190013
ROBBERY,Monday,MISSION,-122.41875384815201,37.756225011974394
ROBBERY,Monday,INGLESIDE,-122.41062121551599,37.7469411468917
ROBBERY,Monday,RICHMOND,-122.47857581753401,37.7850879697075
ROBBERY,Monday,INGLESIDE,-122.43541252193701,37.732387082086895
ROBBERY,Monday,SOUTHERN,-122.40202770694799,37.7862483456629
ROBBERY,Monday,TENDERLOIN,-122.411965795229,37.78491418595621
ROBBERY,Monday,CENTRAL,-122.405134799666,37.78823088808321
ROBBERY,Monday,INGLESIDE,-122.433623421746,37.72623583047221
ROBBERY,Monday,TARAVAL,-122.474899151688,37.7269905309861
ROBBERY,Monday,BAYVIEW,-122.387833652325,37.7131072321423
ROBBERY,Monday,INGLESIDE,-122.446782286569,37.719111504399294
ROBBERY,Monday,INGLESIDE,-122.439065944959,37.744277476687714
ROBBERY,Monday,SOUTHERN,-122.42005698993,37.7720755990605
ROBBERY,Monday,CENTRAL,-122.415435473094,37.8063418891813
ROBBERY,Sunday,TARAVAL,-122.49735076676599,37.76080091132921
ROBBERY,Sunday,SOUTHERN,-122.41431785788099,37.7799444052046
ROBBERY,Sunday,TARAVAL,-122.45817719938299,37.7200259234837
ROBBERY,Sunday,MISSION,-122.42104645221201,37.76576833464461
ROBBERY,Sunday,MISSION,-122.431847339334,37.7626297857822
ROBBERY,Sunday,SOUTHERN,-122.411979487494,37.7809039696758
ROBBERY,Sunday,NORTHERN,-122.418450965192,37.7836164048533
ROBBERY,Sunday,CENTRAL,-122.406958660602,37.789434763003996
ROBBERY,Sunday,TARAVAL,-122.479817737644,37.7559654084124
ROBBERY,Sunday,CENTRAL,-122.406673333441,37.796480345315
ROBBERY,Sunday,CENTRAL,-122.40258253649701,37.7998449681401
ROBBERY,Saturday,SOUTHERN,-122.365565425353,37.8096707013239
ROBBERY,Saturday,SOUTHERN,-122.39998111123998,37.7776242389287
ROBBERY,Saturday,BAYVIEW,-122.404658361435,37.73294870431921
ROBBERY,Saturday,MISSION,-122.409529913278,37.7657184395282
ROBBERY,Saturday,BAYVIEW,-122.39097173455099,37.734015218072294
ROBBERY,Saturday,SOUTHERN,-122.418618953339,37.77305255476529
ROBBERY,Saturday,MISSION,-122.42978898698799,37.7666521474762
ROBBERY,Saturday,NORTHERN,-122.42390741064699,37.799049760721296
ROBBERY,Saturday,BAYVIEW,-122.389023368894,37.7282523136056
ROBBERY,Saturday,PARK,-122.446946214643,37.7548530767761
ROBBERY,Saturday,SOUTHERN,-122.4039407276,37.784300707234394
ROBBERY,Saturday,MISSION,-122.423002014422,37.7647948860579
ROBBERY,Saturday,SOUTHERN,-122.399837367207,37.7822127546626
ROBBERY,Saturday,TENDERLOIN,-122.41367937688801,37.7809258336852
ROBBERY,Friday,CENTRAL,-122.412078903704,37.7897391550377
ROBBERY,Friday,NORTHERN,-122.42772713839399,37.7753157578409
ROBBERY,Friday,INGLESIDE,-122.436331615688,37.7169533526756
ROBBERY,Friday,TARAVAL,-122.454180388918,37.722669340282
ROBBERY,Friday,NORTHERN,-122.41660769511499,37.7791387543353
ROBBERY,Friday,CENTRAL,-122.415270023651,37.8058980113661
ROBBERY,Friday,NORTHERN,-122.421195221815,37.7847536577561
ROBBERY,Friday,NORTHERN,-122.41800394624799,37.7813938356093
ROBBERY,Friday,CENTRAL,-122.400865930538,37.7976529669294
ROBBERY,Thursday,TARAVAL,-122.47564746078599,37.7285280627465
ROBBERY,Thursday,MISSION,-122.42257233421302,37.7487740050495
ROBBERY,Thursday,BAYVIEW,-122.40303520717899,37.7210230475105
ROBBERY,Thursday,INGLESIDE,-122.43041318761999,37.7204786858528
ROBBERY,Thursday,INGLESIDE,-122.42782145755301,37.7321464533806
ROBBERY,Thursday,MISSION,-122.426955631709,37.769247063207004
ROBBERY,Thursday,TARAVAL,-122.451983111966,37.72289066937
ROBBERY,Thursday,SOUTHERN,-122.403434086745,37.78764305018
ROBBERY,Thursday,TENDERLOIN,-122.415885065788,37.783516056415294
ROBBERY,Thursday,TENDERLOIN,-122.416342977622,37.7824465135592
ROBBERY,Thursday,INGLESIDE,-122.42122878644899,37.7452607746654
ROBBERY,Wednesday,TARAVAL,-122.45475600208401,37.7132579074067
ROBBERY,Wednesday,NORTHERN,-122.434561534952,37.8048011616864
ROBBERY,Wednesday,MISSION,-122.41813729050101,37.7490413093633
ROBBERY,Wednesday,BAYVIEW,-122.408664989364,37.7334192438628
ROBBERY,Wednesday,SOUTHERN,-122.408068345148,37.7839916768161
ROBBERY,Wednesday,MISSION,-122.41517366580099,37.7524407589917
ROBBERY,Wednesday,CENTRAL,-122.417672923626,37.7881242734432
ROBBERY,Wednesday,NORTHERN,-122.421572274151,37.7866181600998
ROBBERY,Wednesday,MISSION,-122.437044118312,37.7599465464508
ROBBERY,Tuesday,INGLESIDE,-122.419605281348,37.735027283476796
ROBBERY,Tuesday,BAYVIEW,-122.386619373185,37.73246705784771
ROBBERY,Tuesday,TENDERLOIN,-122.410768766343,37.7832145190013
ROBBERY,Tuesday,MISSION,-122.409529913278,37.7657184395282
ROBBERY,Tuesday,NORTHERN,-122.427400263419,37.7820565475813
ROBBERY,Tuesday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Tuesday,MISSION,-122.42108724404899,37.763392442413995
ROBBERY,Tuesday,MISSION,-122.41367167059299,37.7482568705647
ROBBERY,Monday,BAYVIEW,-122.395622324587,37.7224336236684
ROBBERY,Monday,TARAVAL,-122.47564746078599,37.7285280627465
ROBBERY,Monday,INGLESIDE,-122.439438100189,37.715674356830796
ROBBERY,Monday,SOUTHERN,-122.39318585166599,37.7932304136054
ROBBERY,Monday,MISSION,-122.42058044011101,37.7649968622937
ROBBERY,Monday,TARAVAL,-122.461768606977,37.718170271691605
ROBBERY,Monday,PARK,-122.450452600564,37.7695032629887
ROBBERY,Monday,INGLESIDE,-122.439065944959,37.744277476687714
ROBBERY,Monday,BAYVIEW,-122.40363267508002,37.7263530234371
ROBBERY,Monday,SOUTHERN,-122.40769310852899,37.7801630691196
ROBBERY,Monday,INGLESIDE,-122.420029084534,37.73982286949271
ROBBERY,Monday,SOUTHERN,-122.40340479147899,37.775420706711
ROBBERY,Sunday,TENDERLOIN,-122.412784096502,37.78486569395261
ROBBERY,Sunday,SOUTHERN,-122.407163046954,37.7797376338991
ROBBERY,Sunday,NORTHERN,-122.427244742504,37.7976676426047
ROBBERY,Sunday,BAYVIEW,-122.39097173455099,37.734015218072294
ROBBERY,Sunday,BAYVIEW,-122.381567218773,37.728680194527996
ROBBERY,Sunday,MISSION,-122.421380986073,37.7589148884581
ROBBERY,Sunday,BAYVIEW,-122.397424475019,37.7377402895684
ROBBERY,Sunday,SOUTHERN,-122.41029351969,37.7822305870036
ROBBERY,Saturday,INGLESIDE,-122.42470207933201,37.7353699090873
ROBBERY,Saturday,NORTHERN,-122.426571288872,37.7776315159135
ROBBERY,Saturday,BAYVIEW,-122.390019844731,37.71929875526279
ROBBERY,Saturday,MISSION,-122.413437969731,37.7565452063743
ROBBERY,Saturday,INGLESIDE,-122.448303520335,37.718672482695105
ROBBERY,Friday,SOUTHERN,-122.408068345148,37.7839916768161
